local_base	6d37ad1c112a3dd9b178be5966cb3b25fc786bb9	upstream_base	a5a61806e434ef22141b622db989087fbba8ed21	upstream_head	1d507dad90812cd0873b151aac60ad7bff5127b6
commit	kind	subject	historical_disposition	historical_notes	historical_validation	review_status	current_evidence	gaps
199e5f1fa363ede49d4df9df944350295e3393ef	commit	Remove unused `DBG` variable in CMakeLists	not-applicable	QmClient still uses DBG for MSVC runtime selection in two active paths; the upstream cleanup is not transplanted.	Source audit	not-applicable	本地 DBG 生成表达式仍被使用：CMakeLists.txt:1084 与 5069 用它选择 MSVC_RUNTIME_LIBRARY（MultiThreaded$<${DBG}:Debug>），不能按官方那样删除。	无。
c66a7f0533e6b9a7983bf9a3e34b8701b41c287f	commit	Add RelWithDebInfo and MinSizeRel to gitignore	adapted-local	Added generated configuration directory names without changing unrelated ignore rules; bundled in the local CMake/platform adaptation.	Source audit	verified-code-equivalent	.gitignore:56-57、74、78 已包含 MinSizeRel/RelWithDebInfo/minsizerel/relwithdebinfo。	无额外运行时缺口。
6652c1d76eb1e13ba7d03d0e46b6399c16245c2b	commit	Handle MinSizeRel builds better in CMakeLists	adapted-local	Added profile-specific Rust output paths, Cargo flags, imported locations and test dependency handling while retaining QmClient iOS/macOS branches.	RelWithDebInfo/MinSizeRel configure; MinSizeRel Rust target build	adapted-worktree	CMakeLists.txt:1238 起有 CARGO_BUILD_DIR_MINSIZEREL 与 MinSizeRel 的 profile/IMPORTED_LOCATION 处理，单配置与多配置分支都覆盖，且比官方多处理了测试 profile。	未实际配置 MinSizeRel 构建。
72a28f968ad4af6e27005795d1e356376a0df678	commit	Add MinSizeRel Cargo profile	adapted-local	Added Cargo `minsizerel` profile inheriting release with size optimization; bundled in the local CMake/platform adaptation.	MinSizeRel Rust target build	verified-code-equivalent	Cargo.toml:23-25 已有 [profile.minsizerel]（继承 release，opt-level = z）。	未实际构建该 profile。
e58155fb8c46fa2dfc98b28db8fe0eeccd387d29	commit	Fix a crash in the editor brush picker	adapted-local	Use m_ShowPicker instead of transient KEY_SPACE state; GUI smoke remains.	game-client build; editor GUI smoke pending	verified-code-equivalent	layer_tiles.cpp 的四处 BrushGrab 分支都用 !Editor()->m_ShowPicker 判断（共 5 处 m_ShowPicker），已无 KeyIsPressed(KEY_SPACE) 判断。	未做编辑器笔刷拾取器交互实测。
22e9a486d037e241f59df95e7989dd9be99d8f5f	merge	Fix a crash in the editor brush picker (#12715)	covered-by-e58155fb8	Merge wrapper; current layer_tiles.cpp already uses m_ShowPicker guard.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（e58155fb8）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
5cfb6f5e3e449f3ae4b5fc3a254fa0103f343487	merge	Update the value of `SERVER_MAX_CLIENTS` in the settings export script (#12713)	covered-by-a39ed1834	Merge wrapper; both export scripts already use 128.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（a39ed1834）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
4ad0decc0d875cf6c42567778e4a7662f3cf9b96	merge	Allow rejoining from any client (#12679)	covered-by-7131ad28b	Merge wrapper; current source already contains the underlying rejoin adaptation.	Mixed-session runtime pending	verified-wrapper	已验证父链；合并包装的底层提交为 7131ad28b。其历史 covered-equivalent 结论已推翻，见底层条目。	随底层提交：重连结构未迁移，混合会话运行时未验证。
1c063863e79bc6267dc8357c12719ec550ec48b2	commit	Allow id usage from more clients	covered-equivalent	Current capability checks use ClientSupportsServerMaxClients, retaining the later broader valid client set.	Source and history audit	confirmed-gap	本地 server.h 既没有 ClientUsesRealClientIds 也没有 ClientSupportsServerMaxClients，server.cpp/gamecontext.cpp 的相关判断不存在。	与 f586be3e0 同一根因，属兼容性待确认方案 F 的一部分；实施时应采用本提交的最终形式 ClientSupportsServerMaxClients。
3e5d867732cdc22e253ed5e38bf26354998ab73f	merge	Allow id usage from more clients (#12716)	covered-by-1c063863e	Merge wrapper; current source already contains the underlying compatibility adjustment.	No separate cherry-pick	confirmed-gap	已验证父链与相对第一父提交的非合并提交（1c063863e）；继承底层结论：confirmed-gap。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
b38e67d78b16e90a335b2a1da14c72cdc45814b1	merge	Add better support for MinSizeRel builds (#12714)	covered-by-6652c1d76	PR merge wrapper; the functional changes are recorded under the local adaptation of the component commits.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（72a28f968,6652c1d76,c66a7f053,199e5f1fa,e2e06949e）；继承底层结论：adapted-worktree,not-applicable,verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
0630181487b28c83e3607cf8d01b584f824bf2dd	commit	fix map sounds not being disabled if sound is disabled without restart	adapted-local	Shared sound-enable predicate now gates event/render paths and active voices stop on `snd_enable`/`snd_game` changes.	Full C++ tests 2913/2913; quick gate 11/11	adapted-worktree	mapsounds.cpp:23、33 的 Play/PlayAt 先判断 SoundEnabled()，41 行新增 StopAll，266 行实现 SoundEnabled（Sound()->IsSoundEnabled() 与配置判断）。	未做关闭音效后地图声音的运行时验证。
b1820fa9345f1c5ba8a8e241ad89c3804bffd9fe	merge	Fix: Map sounds not disabled if sound is disabled without restart (#12720)	covered-by-0630181487	Merge wrapper covered by local adaptation.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（063018148）；继承底层结论：adapted-worktree。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
e6a4e809a10293790d6d53edc75c015aa9582e8b	merge	Revert libpng version change, cmake: Find png header and library from same installation (#12710)	covered-by-a23094c69	Merge wrapper resolves to the local same-prefix header/library discovery adaptation.	CMake Xcode prefix configure pass	verified-wrapper	已验证父链与相对第一父提交的非合并提交（a23094c69,76444d664）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
c2cea3f306e3e9123c6aa98bad2829445ef67b53	commit	Fix envelope scale hotkey being enabled when dialog/popup is open	adapted-local	Requires DIALOG_NONE, no popup and no active CLineInput before S starts scaling.	game-client build; C++ full 2920/2920; source contract test; editor GUI smoke pending	verified-code-equivalent	envelope_editor.cpp:1541-1546 的缩放热键条件包含 m_Dialog == DIALOG_NONE、!Ui()->IsPopupOpen() 与 CLineInput::GetActiveInput() == nullptr。	未做编辑器弹窗下的热键实测。
9931d2dc9e2bdaaa5b085c5f81d8300b366bb1c7	commit	Improve `net_addr_is_local` and `net_host_lookup_fallback`	adapted-local	IPv6 ULA/link-local and WebSocket address types are recognized; localhost fallback avoids parsing strings. Boundary tests added.	game-client; C++ full 2920/2920; netaddr boundary tests; quick gate has unrelated src/test/net_test.cpp format failure	adapted-worktree	本地 net 实现在 base/system.cpp:1161-1173：按 NETTYPE_IPV4/IPV6 分支判断，IPv6 覆盖 fe80::/10、fc00::/7 与 ::1，不再先转字符串。	未做 IPv6 ULA/链路本地地址的实机验证。
6ee158b1b68d7d2da515bdead8bd8ac3b3ef777a	merge	Optimize `net_addr_is_local` and `net_host_lookup_fallback` (#12726)	covered-by-9931d2dc9	Merge wrapper covered by local adaptation.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（9931d2dc9）；继承底层结论：adapted-worktree。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
d2a9a221f9df8335f7ec5e5d5dad66b5aa7219c1	merge	Fix envelope scale hotkey being enabled when dialog/popup is open (#12725)	covered-by-c2cea3f30	Merge wrapper; current editor guards the hotkey against dialog, popup and text-input focus.	Source audit	verified-wrapper	已验证父链与相对第一父提交的非合并提交（c2cea3f30）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
3620ff369bca02e8c48ffca2e106c240a4255346	commit	Move multiview functions to `game/client/multiview.cpp`	not-applicable	Source organization only; current tree already uses the extracted module and no behavior patch is needed.	Source audit	not-applicable	该提交把 multiview 函数拆到 game/client/multiview.cpp；本地 HandleMultiView 仍在 gameclient.cpp:8292，且没有 multiview.cpp，纯结构搬移无需跟随。	无。
5c9640536735a77e1acc044b6ea822a779f89ed1	merge	Move multiview functions to `game/client/multiview.cpp` (#12737)	not-applicable	Merge wrapper for an already-present source reorganization.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（3620ff369）；继承底层结论：not-applicable。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
ceb86ada94ad07e47082646204ec31b88d634b88	commit	Do not abort HTTP requests in destructors	adapted-local	Local commit e8c873823 adds explicit server-browser Shutdown before HTTP/JobPool teardown, moves Abort out of request-owning destructors, clears skin request pointers, and serializes master chooser request startup against Shutdown.	game-client build; C++ 2924/2924; lifecycle contract tests; runtime HTTP shutdown smoke pending	verified-code-equivalent	serverbrowser.h:257 与 serverbrowser.cpp:90-94 新增 Shutdown 并转调 HTTP 的 Shutdown，client.cpp:4495 在 HTTP Shutdown 之前调用。	未做析构顺序的运行时验证。
8e57ffcb43d1945abc3c1168194ca8174e70c3d0	commit	Fix `IHttpRequest::OnData` result not being checked with Emscripten	deferred-platform	当前仅有 curl HTTP 实现，缺少 http_emscripten.cpp/.h；不能套用桌面路径。待 Web/Emscripten 批次成组适配。	Platform-specific audit	not-applicable-local-architecture	目标文件 src/engine/shared/http_emscripten.cpp 与 .h 在本地不存在（本地只有 http_curl.cpp/.h，HTTP 由 curl 实现），该提交修改的 Emscripten 分支在本地没有对应代码。	若之后恢复 Emscripten HTTP 后端，需要重新核对这组修复。
98ca8c95fcc8d7cf1bf7012c5c0cca14a67c5d16	commit	Check `MaxResponseSize` during `OnProgress` with Emscripten	deferred-platform	当前未编译 Emscripten backend；待 Web/Emscripten 批次成组适配。	Platform-specific audit	not-applicable-local-architecture	目标文件 src/engine/shared/http_emscripten.cpp 与 .h 在本地不存在（本地只有 http_curl.cpp/.h，HTTP 由 curl 实现），该提交修改的 Emscripten 分支在本地没有对应代码。	若之后恢复 Emscripten HTTP 后端，需要重新核对这组修复。
a073f12ab81cf7914ec01afbddda3986cd98a060	commit	Only allow `https://` requests with Emscripten	deferred-platform	仅适用于 Emscripten fetch 安全策略，当前 QmClient 无该 backend。	Platform-specific audit	not-applicable-local-architecture	目标文件 src/engine/shared/http_emscripten.cpp 与 .h 在本地不存在（本地只有 http_curl.cpp/.h，HTTP 由 curl 实现），该提交修改的 Emscripten 分支在本地没有对应代码。	若之后恢复 Emscripten HTTP 后端，需要重新核对这组修复。
b53c14c0532c475a91efd4b7959d6650a48f0a41	commit	Add `emscripten_fetch_unpack_response_headers` null check	deferred-platform	当前无 Emscripten response-header 解包路径。	Platform-specific audit	not-applicable-local-architecture	目标文件 src/engine/shared/http_emscripten.cpp 与 .h 在本地不存在（本地只有 http_curl.cpp/.h，HTTP 由 curl 实现），该提交修改的 Emscripten 分支在本地没有对应代码。	若之后恢复 Emscripten HTTP 后端，需要重新核对这组修复。
b611680edc0e424ef735f68b4140fa157dcb0c59	commit	Only use transfer timeout instead of connect timeout for Emscripten	deferred-platform	仅适用于 Emscripten transfer timeout 语义，待 Web 目标恢复时适配。	Platform-specific audit	not-applicable-local-architecture	目标文件 src/engine/shared/http_emscripten.cpp 与 .h 在本地不存在（本地只有 http_curl.cpp/.h，HTTP 由 curl 实现），该提交修改的 Emscripten 分支在本地没有对应代码。	若之后恢复 Emscripten HTTP 后端，需要重新核对这组修复。
021dfd5c02a10da855937e396d6014b6cf68cdcb	commit	Improve thread safety when aborting Emscripten HTTP requests	deferred-platform	当前无 Emscripten fetch abort 线程路径；待 Web/Emscripten 批次成组适配。	Platform-specific audit	not-applicable-local-architecture	目标文件 src/engine/shared/http_emscripten.cpp 与 .h 在本地不存在（本地只有 http_curl.cpp/.h，HTTP 由 curl 实现），该提交修改的 Emscripten 分支在本地没有对应代码。	若之后恢复 Emscripten HTTP 后端，需要重新核对这组修复。
944ac7b28ef1a7bbc29943800893568d9eba5388	merge	Fix various issues of Emscripten HTTP implementation (#12739)	deferred-platform	Current tree has no Emscripten fetch backend; absorb this only as a complete Web platform batch.	Web/Emscripten batch pending	verified-wrapper	已验证父链与相对第一父提交的非合并提交（021dfd5c0,b611680ed,b53c14c05,a073f12ab,98ca8c95f,8e57ffcb4,ceb86ada9）；继承底层结论：not-applicable-local-architecture,verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
03407db9e6cd1c1269b8f7cc2e30ce68d2562f46	commit	Fix skin metrics potentially not being reset before loading	adapted-local	Reset metrics before writing the current skin plan in PrepareSkinData, matching the local reused-output lifecycle.	Local commit fb5e04c01; 2919 C++ tests; default gate only unrelated net_test.cpp format failure	verified-code-equivalent	skins.cpp:953 在 CheckMetrics 之前调用 Data.m_Metrics.Reset()。	未做皮肤下载与本地皮肤指标对比实测。
045cce7561926308e5c4b99f563ee39e61f972a1	commit	Fix econ ban not actually dropping client if `ec_bantime` non-zero	adapted-local	Always drops the current ECON client after the third failed password; optional address ban remains controlled by ec_bantime.	Local commit fb5e04c01; 2919 C++ tests; TCP reconnect integration pending	verified-code-equivalent	econ.cpp:133-137 在 ec_bantime 非零时封禁地址，并无论是否封禁都调用 m_NetConsole.Drop。	未做 econ 认证失败次数实测。
eb56d7e2bdd88c21c81485ce5f5902c002d35cc6	commit	client: Fix iOS App Store upload validation	covered-equivalent	The current iOS platform commit already carries the deployment-target and Info.plist validation fields; the upstream hash is not an ancestor.	Desktop game-client and C++ tests pass; iOS bundle/App Store validation pending	verified-code-equivalent	scripts/ios/files/Info.plist.in 已含 UIRequiresFullScreen 与 NSBluetoothAlways/PeripheralUsageDescription；scripts/compile_libs/_build_common.sh:115 的 IOS_DEPLOYMENT_TARGET 已是 15.0。	未做 App Store 上传校验。
4b72deffe656d008d6b80907d04fe6b005fd2134	merge	Fix skin metrics potentially not being reset before loading (#12741)	covered-by-03407db9e6	Upstream merge wrapper; local PrepareSkinData reset covers repeated cache/download preparation.	2919 C++ tests; default gate only unrelated net_test.cpp format failure	verified-wrapper	已验证父链与相对第一父提交的非合并提交（03407db9e）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
b427813d2dbb9ba9462b1df6854bcfcd5b44f96b	merge	Fix econ ban not actually dropping client if `ec_bantime` non-zero (#12742)	covered-by-045cce7561	Upstream merge wrapper; local econ adaptation always drops after optional ban.	Source-contract test; TCP reconnect integration pending	verified-wrapper	已验证父链与相对第一父提交的非合并提交（045cce756）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
bde42affe17af97d84fa21152c51e4d6a3951153	commit	Comment where popup code is implemented in ui.h	missing-from-old-ledger			adapted-worktree	前置popup拆分完成，ui.h中文注释指向实际ui_popups.cpp；本地885行函数体逐字迁移	popup构建/C++2874/quick均通过；注释随后人工核对；未做弹窗实机操作
211a6b4e570a4dd88a45051919a5c185193ba503	merge	client: Fix iOS App Store upload validation (#12747)	covered-by-eb56d7e2	Merge wrapper covered by local iOS adaptation.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（eb56d7e2b）；继承底层结论：verified-code-equivalent。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
b3bc9f18c8c4ccac08d7881b9d5aab63d58f2b0d	commit	Refactor graphics color setters	adapted-local	Replace CColorVertex/SetColorVertex with SetColor2/SetColor4, retain QmClient SetColor4Raw and migrate moving-tiles, graph, map and settings call sites.	game-client build and 2914/2914 C++ tests pass	adapted-worktree	graphics.h:847-848 提供 SetColor2/SetColor4，全仓库已无 SetColorVertex 调用；本地在此基础上继续使用 SetColor4 的顶点色设置。	未做图形渲染的视觉验证。
ba7a652d43b9d73e68bf6253d197dd24e8643af5	merge	Comment where popup code is implemented in ui.h (#12751)	not-applicable	Comment-only upstream change; no behavior or compatibility impact.	Source audit	adapted-worktree	前置popup拆分完成，ui.h中文注释指向实际ui_popups.cpp；本地885行函数体逐字迁移	popup构建/C++2874/quick均通过；注释随后人工核对；未做弹窗实机操作
1d507dad90812cd0873b151aac60ad7bff5127b6	merge	Refactor graphics color setters (#12752)	covered-by-b3bc9f18	Merge wrapper covered by local graphics API adaptation.	No separate cherry-pick	verified-wrapper	已验证父链与相对第一父提交的非合并提交（b3bc9f18c）；继承底层结论：adapted-worktree。	合并包装不引入额外改动；底层条目的验证缺口见对应条目。
